Billy Elliot,2100.0,2000
My Big Fat Greek Wedding,7274.880880000001,2002
千と千尋の神隠し,1732.8339666666668,2001
Super Size Me,43861.65846153846,2004
Tarnation,532933.9449541284,2003
Facing the Giants,10078.331,2006
Fireproof,6591.2634,2008
The Collector,3252.9411764705883,2009
