Paranormal Activity,1288938.6666666667,2007
웰컴 투 동막골,4.197475625E8,2005
Catfish,10053.143333333333,2010
From Prada to Nada,2688072.0430107526,2011
Aquí Entre Nos,2.755583E8,2012
The Quiet Ones,8817.4335,2014
Nurse 3-D,9.99999E7,2013
